date,open,high,low,close,volume,amount,turn,pctChg,tradestatus,isST
2006-01-04,1223.9320,1241.9330,1221.8020,1241.8930,2300944600,11900751378.0000,0.016563,1.717052,1,0
2006-01-05,1244.3550,1259.3130,1241.3240,1258.7100,2895458700,14620096821.0000,0.020839,1.354144,1,0
2006-01-06,1260.3080,1277.7510,1252.6860,1271.2980,3367209500,16950151043.0000,0.024220,1.000072,1,0
2006-01-09,1272.2260,1279.1560,1266.6780,1277.3940,2790087900,13999378101.0000,0.020064,0.479515,1,0
2006-01-10,1277.5450,1282.5690,1264.7420,1282.4100,2594887100,13287600628.0000,0.018642,0.392674,1,0
2006-01-11,1281.5380,1285.3060,1264.9760,1272.2530,2968784300,14833407521.0000,0.021311,-0.792023,1,0
2006-01-12,1269.8490,1289.2190,1266.2050,1288.5200,2625947800,12685100732.0000,0.018838,1.278595,1,0
2006-01-13,1290.0500,1293.2490,1276.2370,1283.0890,2712831700,13039531990.0000,0.019442,-0.421494,1,0
2006-01-16,1282.7560,1283.0270,1263.2890,1263.5930,2477432400,11841593907.0000,0.017743,-1.519456,1,0
2006-01-17,1260.8490,1270.0000,1259.3620,1269.3940,1920697200,9310041696.0000,0.013755,0.459090,1,0
2006-01-18,1268.4360,1295.7880,1267.2010,1294.5200,2499097300,11942274745.0000,0.017884,1.979368,1,0
2006-01-19,1296.1190,1312.7970,1291.3230,1312.3900,3049808100,14369589512.0000,0.021776,1.380434,1,0
2006-01-20,1311.9270,1320.0460,1308.1870,1316.2200,3133993100,15651347742.0000,0.022375,0.291831,1,0
2006-01-23,1315.7840,1318.2270,1304.8930,1316.6380,2772524500,13705574727.0000,0.019768,0.031755,1,0
2006-01-24,1316.9310,1322.5440,1306.9370,1312.7350,2790257500,15255895853.0000,0.019742,-0.296433,1,0
2006-01-25,1311.9360,1321.1800,1306.3940,1318.9090,2528937900,13252499585.0000,0.017882,0.470321,1,0
2006-02-06,1324.1600,1349.0740,1324.1600,1349.0330,2791335600,14454608637.0000,0.019732,2.284001,1,0
2006-02-07,1350.8580,1359.1330,1330.9410,1342.8080,3670637800,19072467457.0000,0.025946,-0.461440,1,0
2006-02-08,1342.8900,1353.1960,1336.9320,1351.4670,3188018800,16012281787.0000,0.022523,0.644847,1,0
2006-02-09,1350.3890,1350.3890,1328.3870,1331.1880,2770972600,13753593812.0000,0.019548,-1.500521,1,0
2006-02-10,1331.4990,1346.4350,1327.6540,1345.2630,2539885500,12862890087.0000,0.017877,1.057323,1,0
2006-02-13,1346.4620,1347.5970,1329.8050,1342.1780,2520486400,12684287694.0000,0.017725,-0.229320,1,0
2006-02-14,1342.2320,1349.3180,1338.1590,1349.2180,2197593900,10908398826.0000,0.015449,0.524524,1,0
2006-02-15,1352.2250,1364.4880,1351.5120,1362.6560,2962861000,14597403386.0000,0.020815,0.995984,1,0
