date,open,high,low,close,volume,amount,turn,pctChg,tradestatus,isST
2006-01-04,878.3300,884.6000,878.0900,884.3400,75017800,374690000.0000,0.010812,0.520598,1,0
2006-01-05,885.3200,892.6800,884.2400,891.8400,98994900,516870000.0000,0.014267,0.848090,1,0
2006-01-06,892.5000,904.3400,887.7400,901.9100,110212500,536720000.0000,0.015884,1.129120,1,0
2006-01-09,902.8000,908.6600,897.3000,908.4000,92116400,440140000.0000,0.013276,0.719590,1,0
2006-01-10,908.4300,909.7000,899.4300,909.7000,79921000,399180000.0000,0.011518,0.143107,1,0
2006-01-11,909.8400,912.1600,899.3900,907.1100,106937800,505090000.0000,0.015412,-0.284712,1,0
2006-01-12,906.3400,923.4300,904.3800,923.4300,107087800,519200000.0000,0.015433,1.799121,1,0
2006-01-13,922.6200,926.9500,917.4600,925.2800,102253700,477810000.0000,0.014737,0.200344,1,0
2006-01-16,924.8900,927.3800,915.6600,916.1900,92000300,449090000.0000,0.013259,-0.982408,1,0
2006-01-17,914.7600,919.1300,912.3400,918.7600,71520600,328210000.0000,0.010308,0.280510,1,0
2006-01-18,920.4000,937.3700,919.5200,937.1100,101980200,520820000.0000,0.014697,1.997254,1,0
2006-01-19,938.6500,951.0200,933.7800,950.0400,135578800,663500000.0000,0.019433,1.379773,1,0
2006-01-20,950.7800,954.4000,946.2600,951.8700,134300800,667000000.0000,0.019250,0.192625,1,0
2006-01-23,951.5000,952.5000,943.2600,950.9900,138744700,700660000.0000,0.019800,-0.092450,1,0
2006-01-24,950.1000,954.4500,944.1900,947.6100,123455000,667990000.0000,0.017618,-0.355420,1,0
2006-01-25,946.5200,952.3900,941.3100,951.9200,102216800,536100000.0000,0.014587,0.454828,1,0
2006-02-06,957.9900,983.0200,955.3700,982.2100,117397700,674460000.0000,0.016754,3.181994,1,0
2006-02-07,985.6300,991.9300,972.2000,984.0700,134099700,731390000.0000,0.019137,0.189367,1,0
2006-02-08,978.0500,983.6700,972.3800,983.3200,120827300,616850000.0000,0.017243,-0.076214,1,0
2006-02-09,982.7800,982.8100,963.6200,967.3800,117727600,557550000.0000,0.016801,-1.621039,1,0
2006-02-10,967.8800,971.2900,964.7900,969.6900,93118700,466360000.0000,0.013265,0.238789,1,0
2006-02-13,970.2300,977.7400,962.7400,977.2300,101732900,558510000.0000,0.014462,0.777566,1,0
2006-02-14,975.5300,987.8300,973.4400,986.6200,92622100,514550000.0000,0.013166,0.960881,1,0
2006-02-15,987.2000,990.6400,983.0800,987.0600,93456000,467830000.0000,0.013285,0.044597,1,0
2006-02-16,986.5300,986.5300,955.6500,958.1500,110226200,541960000.0000,0.015669,-2.928897,1,0
2006-02-17,957.1600,967.4800,952.8400,958.4500,114631400,561720000.0000,0.016295,0.031309,1,0
2006-02-20,958.4800,962.0400,952.7100,954.3900,83784700,400610000.0000,0.011910,-0.423600,1,0
2006-02-21,955.0700,966.7800,945.2200,966.7700,83876400,433540000.0000,0.011923,1.297164,1,0
2006-02-22,967.1900,975.2800,966.1000,967.0700,93031800,445370000.0000,0.013225,0.031030,1,0
2006-02-23,966.4000,971.5500,955.8500,968.0100,96094400,453520000.0000,0.013660,0.097201,1,0
2006-02-24,968.3500,974.8500,967.0200,974.0000,76096000,383940000.0000,0.010817,0.618794,1,0
2006-02-27,975.4500,977.7800,968.0700,971.1900,83988300,420410000.0000,0.011939,-0.288501,1,0
2006-02-28,970.1400,974.8300,959.2300,974.6500,73800300,399110000.0000,0.010491,0.356266,1,0
2006-03-01,975.0900,985.0400,972.6900,984.6900,71578000,410550000.0000,0.010175,1.030111,1,0
2006-03-02,985.0700,990.1000,970.5000,975.3700,98284400,580730000.0000,0.013971,-0.946492,1,0
2006-03-03,972.1400,977.6000,965.3400,975.4700,80761300,451380000.0000,0.011480,0.010250,1,0
2006-03-06,980.2000,980.3000,971.9000,973.1700,67471400,394670000.0000,0.009591,-0.235783,1,0
2006-03-07,972.6100,972.6700,955.9700,956.8400,67562200,334350000.0000,0.009604,-1.678017,1,0
2006-03-08,954.8400,958.5500,947.6900,956.3900,54755600,302280000.0000,0.007784,-0.047031,1,0
2006-03-09,954.5000,969.7300,953.4400,967.5400,66014600,347820000.0000,0.009384,1.165838,1,0
2006-03-10,967.4900,972.9100,964.9300,972.8600,63756200,339260000.0000,0.009063,0.549849,1,0
2006-03-13,971.7200,979.3100,967.3600,979.0800,48077700,282620000.0000,0.006834,0.639355,1,0
2006-03-14,979.0700,980.6200,972.3800,980.2900,52532000,305890000.0000,0.007468,0.123581,1,0
2006-03-15,979.9200,990.8000,977.8900,990.5500,66687800,355860000.0000,0.009480,1.046630,1,0
2006-03-16,988.9500,999.2300,987.5700,998.8900,90212400,502440000.0000,0.012824,0.841959,1,0
2006-03-17,998.7000,999.6000,992.6900,995.2800,83567400,418640000.0000,0.011847,-0.361400,1,0
2006-03-20,995.3400,1004.3200,990.5700,1004.1600,92395300,446540000.0000,0.013099,0.892205,1,0
2006-03-21,1004.7600,1009.4800,1001.7400,1003.5800,99746400,506800000.0000,0.014141,-0.057755,1,0
2006-03-22,1003.5600,1018.5800,1000.6000,1018.4700,111198200,538500000.0000,0.015633,1.483684,1,0
2006-03-23,1018.2400,1022.2800,1014.1600,1020.6200,121041700,564680000.0000,0.017017,0.211103,1,0
2006-03-24,1020.9200,1020.9200,1010.4300,1011.7100,96150100,451350000.0000,0.013518,-0.872996,1,0
2006-03-27,1009.5300,1017.3200,1004.9500,1016.9800,104715400,557440000.0000,0.014722,0.520896,1,0
2006-03-28,1016.6000,1031.7800,1015.7900,1030.0300,99441700,522120000.0000,0.013981,1.283216,1,0
2006-03-29,1029.7900,1047.7000,1028.5100,1037.4400,126479100,684470000.0000,0.017782,0.719388,1,0
2006-03-30,1037.4700,1044.1500,1034.9800,1039.3400,156179300,851090000.0000,0.021750,0.183145,1,0
2006-03-31,1036.9000,1054.1200,1032.6300,1052.9200,113504300,676000000.0000,0.015807,1.306606,1,0
2006-04-03,1053.3100,1083.1800,1053.3100,1083.0200,170616500,930890000.0000,0.023760,2.858714,1,0
2006-04-04,1084.0100,1089.7800,1075.1500,1089.4800,151053400,822340000.0000,0.021036,0.596477,1,0
2006-04-05,1088.5300,1098.8100,1086.7200,1097.8400,145556000,778840000.0000,0.020270,0.767337,1,0
2006-04-06,1097.1100,1108.4900,1092.8400,1099.3800,188586000,1030830000.0000,0.026199,0.140279,1,0
2006-04-07,1099.6900,1109.4500,1095.0200,1109.1200,156354700,880950000.0000,0.021721,0.885953,1,0
2006-04-10,1108.6200,1125.0600,1105.7000,1125.0600,164558800,855690000.0000,0.022861,1.437181,1,0
2006-04-11,1126.9500,1131.0300,1116.9900,1127.6200,147822600,825470000.0000,0.020536,0.227538,1,0
2006-04-12,1125.4100,1139.7200,1121.3700,1134.5000,193616400,975600000.0000,0.026729,0.610135,1,0
2006-04-13,1133.5900,1139.4600,1101.3900,1102.3600,207867000,1060110000.0000,0.028697,-2.832968,1,0
2006-04-14,1094.7500,1122.0300,1094.4300,1119.5700,137619000,746900000.0000,0.018999,1.561192,1,0
2006-04-17,1115.8800,1130.5800,1112.6000,1123.4800,139299700,742910000.0000,0.019231,0.349244,1,0
2006-04-18,1122.3700,1128.3200,1115.2500,1121.7700,156915100,848920000.0000,0.021663,-0.152202,1,0
2006-04-19,1120.4600,1133.0400,1105.2600,1132.1200,140765900,838230000.0000,0.019433,0.922647,1,0
2006-04-20,1131.7800,1134.0500,1116.3400,1123.5200,160800200,918950000.0000,0.022199,-0.759635,1,0
2006-04-21,1121.1900,1131.3200,1109.4000,1129.4400,155354600,941500000.0000,0.021447,0.526909,1,0
2006-04-24,1126.0300,1136.2800,1111.1400,1131.9400,149856700,934350000.0000,0.020688,0.221349,1,0
2006-04-25,1128.7100,1136.8200,1112.8300,1134.9800,126564300,738620000.0000,0.017473,0.268569,1,0
2006-04-26,1134.3500,1179.5300,1130.2800,1175.6700,151231000,1084110000.0000,0.020878,3.585091,1,0
2006-04-27,1177.5900,1183.1700,1169.3500,1177.1200,112508300,717190000.0000,0.015515,0.123330,1,0
2006-04-28,1174.6900,1232.0300,1153.7500,1226.9400,199060200,1269380000.0000,0.027450,4.232359,1,0
2006-05-08,1238.0000,1286.9000,1234.9400,1285.7700,214079500,1409590000.0000,0.029521,4.794862,1,0
2006-05-09,1294.0200,1315.7900,1289.9500,1311.8600,235361100,1440270000.0000,0.032456,2.029132,1,0
2006-05-10,1312.2600,1316.6400,1290.4500,1312.9800,224894500,1321970000.0000,0.031012,0.085375,1,0
2006-05-11,1323.8000,1373.7800,1319.3800,1334.7900,283462600,1833080000.0000,0.039089,1.661111,1,0
2006-05-12,1334.0300,1373.7400,1331.9100,1372.7400,264248800,1608370000.0000,0.036439,2.843140,1,0
2006-05-15,1381.8000,1437.1800,1380.0000,1436.8200,324584600,2054070000.0000,0.044759,4.668033,1,0
2006-05-16,1443.8800,1444.7400,1374.2200,1385.0400,327853900,2176520000.0000,0.045210,-3.603786,1,0
2006-05-17,1382.4300,1410.6000,1352.3300,1381.0600,266419200,1789850000.0000,0.036198,-0.287355,1,0
2006-05-18,1373.8100,1411.0600,1349.8800,1406.5800,201311900,1336000000.0000,0.027352,1.847849,1,0
2006-05-19,1408.4900,1468.6000,1408.2700,1465.6900,287945700,1956400000.0000,0.039123,4.202391,1,0
2006-05-22,1463.3900,1477.7500,1451.7100,1453.6900,226142800,1547390000.0000,0.030726,-0.818727,1,0
2006-05-23,1444.9400,1444.9400,1396.0800,1399.5100,221456700,1503770000.0000,0.030030,-3.727062,1,0
2006-05-24,1402.1500,1424.2300,1356.7600,1383.9600,170593900,1120820000.0000,0.023041,-1.111107,1,0
2006-05-25,1379.4000,1411.2400,1377.1600,1407.3900,125817900,861050000.0000,0.016993,1.692972,1,0
2006-05-26,1408.5300,1433.9500,1408.5300,1433.1900,123283800,831430000.0000,0.016651,1.833175,1,0
2006-05-29,1431.3400,1451.9100,1426.6200,1449.9600,131955100,886260000.0000,0.017788,1.170118,1,0
2006-05-30,1445.9900,1463.7500,1442.1700,1462.1500,160479400,1136520000.0000,0.021633,0.840717,1,0
2006-05-31,1459.4500,1472.1900,1446.3800,1456.0100,174006900,1074210000.0000,0.023456,-0.419930,1,0
2006-06-01,1453.8000,1507.0100,1451.1800,1505.6000,248967200,1546540000.0000,0.033561,3.405881,1,0
2006-06-02,1511.1100,1538.7600,1505.9200,1516.8300,246600200,1724290000.0000,0.033242,0.745881,1,0
2006-06-05,1518.5300,1543.0700,1503.9700,1533.7900,231680300,1599980000.0000,0.031168,1.118127,1,0
2006-06-06,1526.0000,1536.9000,1499.2200,1508.7700,219113900,1526850000.0000,0.029420,-1.631255,1,0
2006-06-07,1503.3000,1503.4400,1410.7200,1416.3600,233192700,1529020000.0000,0.031151,-6.124859,1,0
2006-06-08,1399.4800,1425.0800,1373.8000,1420.4200,223777800,1415690000.0000,0.029853,0.286654,1,0
2006-06-09,1416.7000,1425.8200,1385.2000,1385.9900,193379500,1226360000.0000,0.025549,-2.423935,1,0
2006-06-12,1380.0400,1402.3600,1363.7300,1402.1700,151577500,989210000.0000,0.020026,1.167400,1,0
2006-06-13,1400.5900,1430.1500,1395.8300,1412.8600,146860700,976000000.0000,0.019403,0.762386,1,0
